Id,Label,timeset,d0,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum
Prentice-Hall,Prentice-Hall,,0,3,0,3,3,0,3,0,0,0,0,12,0,2720
Geoffrey Roberts,Geoffrey Roberts,,0,2,0,2,2,0,2,0,0,0,0,14,0,5662
The Pink Panther (1963 Film),The Pink Panther (1963 Film),,0,3,0,3,3,0,3,0,0,0,0,9,0,4558
Constabulary Medal (Ireland),Constabulary Medal (Ireland),,0,2,0,2,2,0,2,0,0,0,0,16,0,11071
Amy Schumer,Amy Schumer,,0,2,0,2,2,0,2,0,0,0,0,2,0,11484
United States Court Of Appeals For The Tenth Circuit,United States Court Of Appeals For The Tenth Circuit,,0,2,0,2,2,0,2,0,0,0,0,14,0,16850
Muhammad Ali,Muhammad Ali,,0,3,0,3,3,0,3,0,0,0,0,6,0,10905
Gabaa Receptor,Gabaa Receptor,,0,2,0,2,2,0,2,0,0,0,0,12,0,10203
Role Of Honour,Role Of Honour,,0,4,0,4,4,0,4,0,0,0,0,4,0,12698
Repressed Memory,Repressed Memory,,0,2,0,2,2,0,2,0,0,0,0,12,0,13078
Bakumatsu,Bakumatsu,,0,2,0,2,2,0,2,0,0,0,0,6,0,13794
Ripper Street,Ripper Street,,0,12,0,12,12,0,12,0,0,0,0,10,0,10656
San Diego Comic-Con,San Diego Comic-Con,,0,4,0,4,4,0,4,0,0,0,0,3,0,14170
Synonym (Taxonomy),Synonym (Taxonomy),,0,2,0,2,2,0,2,0,0,0,0,12,0,12467
Beaconsfield,Beaconsfield,,0,2,0,2,2,0,2,0,0,0,0,16,0,12044
"Robert Reed, Baron Reed Of Allermuir","Robert Reed, Baron Reed Of Allermuir",,0,3,0,3,3,0,3,0,0,0,0,16,0,3809
Farnham,Farnham,,0,4,0,4,4,0,4,0,0,0,0,16,0,11816
Murders In The Rue Morgue (1971 Film),Murders In The Rue Morgue (1971 Film),,0,4,0,4,4,0,4,0,0,0,0,7,0,9705
Mobile App,Mobile App,,0,2,0,2,2,0,2,0,0,0,0,8,0,1193
Education In The United Kingdom,Education In The United Kingdom,,0,6,0,6,6,0,6,0,0,0,0,16,0,4200
Gamma (Miniseries),Gamma (Miniseries),,0,2,0,2,2,0,2,0,0,0,0,1,0,16610
Vmware,Vmware,,0,2,0,2,2,0,2,0,0,0,0,16,0,11662
Quinine,Quinine,,0,5,0,5,5,0,5,0,0,0,0,3,0,3707
Lord John Roxton,Lord John Roxton,,0,5,0,5,5,0,5,0,0,0,0,3,0,4408
Mariner Books,Mariner Books,,0,2,0,2,2,0,2,0,0,0,0,3,0,15310
Prehistoric Britain,Prehistoric Britain,,0,2,0,2,2,0,2,0,0,0,0,16,0,4161
The Valley Of Fear,The Valley Of Fear,,0,165,168,333,165,168,333,3,0.363395,0.377391,41761.126561,3,0,20032
Polo Shirt,Polo Shirt,,0,2,0,2,2,0,2,0,0,0,0,0,0,14871
Joseph Anton Koch,Joseph Anton Koch,,0,5,0,5,5,0,5,0,0,0,0,7,0,9335
Suburra: Blood On Rome,Suburra: Blood On Rome,,0,2,0,2,2,0,2,0,0,0,0,1,0,7762
Works Inspired By J. R. R. Tolkien,Works Inspired By J. R. R. Tolkien,,0,2,0,2,2,0,2,0,0,0,0,11,0,1527
The Three Musketeers,The Three Musketeers,,0,7,0,7,7,0,7,0,0,0,0,11,0,707
Apocalypse,Apocalypse,,0,2,0,2,2,0,2,0,0,0,0,1,0,3571
Shaftesbury Theatre,Shaftesbury Theatre,,0,2,0,2,2,0,2,0,0,0,0,10,0,15155
Ballantine Adult Fantasy Series,Ballantine Adult Fantasy Series,,0,2,0,2,2,0,2,0,0,0,0,11,0,1753
Metro Pictures,Metro Pictures,,0,2,0,2,2,0,2,0,0,0,0,1,0,2141
Nationalist Faction (Spanish Civil War),Nationalist Faction (Spanish Civil War),,0,2,0,2,2,0,2,0,0,0,0,14,0,5316
Socialist Republic Of Romania,Socialist Republic Of Romania,,0,4,0,4,4,0,4,0,0,0,0,14,0,2416
Albert E. Cowdrey,Albert E. Cowdrey,,0,2,0,2,2,0,2,0,0,0,0,13,0,19039
Oregon V. Mitchell,Oregon V. Mitchell,,0,2,0,2,2,0,2,0,0,0,0,14,0,13043
Mutual Broadcasting System,Mutual Broadcasting System,,0,5,0,5,5,0,5,0,0,0,0,3,0,13915
Gentleman Detective,Gentleman Detective,,0,6,249,255,6,249,255,3,0.364415,0.379975,52594.877248,6,0,20032
Luke Fildes,Luke Fildes,,0,3,0,3,3,0,3,0,0,0,0,16,0,4168
Skeleton Key (Novel),Skeleton Key (Novel),,0,38,86,124,38,86,124,3,0.350163,0.358744,9008.502051,4,0,20032
Carport,Carport,,0,2,0,2,2,0,2,0,0,0,0,17,0,17060
Fascist Italy (1922–1943),Fascist Italy (1922–1943),,0,2,0,2,2,0,2,0,0,0,0,14,0,5711
Calabash,Calabash,,0,3,0,3,3,0,3,0,0,0,0,12,0,16915
Tunisian Campaign,Tunisian Campaign,,0,3,0,3,3,0,3,0,0,0,0,14,0,2508
Princess Line,Princess Line,,0,2,0,2,2,0,2,0,0,0,0,0,0,14868
Neville Chamberlain,Neville Chamberlain,,0,5,0,5,5,0,5,0,0,0,0,16,0,3959
Literary Hub,Literary Hub,,0,7,0,7,7,0,7,0,0,0,0,3,0,13131
Matches,Matches,,0,2,0,2,2,0,2,0,0,0,0,12,0,7121
Declaratory Judgement,Declaratory Judgement,,0,3,16,19,3,16,19,1,1,1,3193.531896,16,0,17918
Eragon (Film),Eragon (Film),,0,2,0,2,2,0,2,0,0,0,0,1,0,16077
Life (Magazine),Life (Magazine),,0,2,0,2,2,0,2,0,0,0,0,10,0,19197
Paranormal,Paranormal,,0,8,0,8,8,0,8,0,0,0,0,3,0,8000
Stv Player,Stv Player,,0,5,0,5,5,0,5,0,0,0,0,8,0,1099
The Great Exhibition,The Great Exhibition,,0,2,0,2,2,0,2,0,0,0,0,16,0,15748
Platinum Vision,Platinum Vision,,0,2,0,2,2,0,2,0,0,0,0,6,0,8566
Crazy People (1934 Film),Crazy People (1934 Film),,0,3,0,3,3,0,3,0,0,0,0,9,0,19682
Canterbury Tales,Canterbury Tales,,0,4,0,4,4,0,4,0,0,0,0,16,0,7598
Soviet Studies,Soviet Studies,,0,2,0,2,2,0,2,0,0,0,0,14,0,5074
An American Carol,An American Carol,,0,2,0,2,2,0,2,0,0,0,0,11,0,16023
Issn (Identifier),Issn (Identifier),,0,80,415,495,80,415,495,5,0.211819,0.227955,182394.126978,18,0,20032
Trinity (Nuclear Test),Trinity (Nuclear Test),,0,2,0,2,2,0,2,0,0,0,0,14,0,5009
Scottish Prison Service,Scottish Prison Service,,0,2,0,2,2,0,2,0,0,0,0,16,0,8854
Troilus And Cressida,Troilus And Cressida,,0,2,0,2,2,0,2,0,0,0,0,3,0,13119
Standard Gauge,Standard Gauge,,0,2,0,2,2,0,2,0,0,0,0,16,0,17329
Preromanticism,Preromanticism,,0,5,0,5,5,0,5,0,0,0,0,7,0,9234
Williamson Murray,Williamson Murray,,0,2,0,2,2,0,2,0,0,0,0,14,0,843
Stephen Sondheim,Stephen Sondheim,,0,5,0,5,5,0,5,0,0,0,0,9,0,7372
1908 Summer Olympics,1908 Summer Olympics,,0,2,0,2,2,0,2,0,0,0,0,16,0,16502
Young Sherlock Holmes: Fire Storm,Young Sherlock Holmes: Fire Storm,,0,106,136,242,106,136,242,3,0.351674,0.361593,4974.174578,10,0,20032
Boilersuit,Boilersuit,,0,2,0,2,2,0,2,0,0,0,0,0,0,15082
Morgan Freeman,Morgan Freeman,,0,4,0,4,4,0,4,0,0,0,0,2,0,10770
Trend Micro,Trend Micro,,0,2,0,2,2,0,2,0,0,0,0,16,0,11667
Richard Von Krafft-Ebing,Richard Von Krafft-Ebing,,0,2,0,2,2,0,2,0,0,0,0,12,0,18503
Castle Rock (Stephen King),Castle Rock (Stephen King),,0,2,0,2,2,0,2,0,0,0,0,13,0,19152
Mickey Mouse,Mickey Mouse,,0,6,0,6,6,0,6,0,0,0,0,5,0,4326
Chief Whip Of The Conservative Party,Chief Whip Of The Conservative Party,,0,2,0,2,2,0,2,0,0,0,0,16,0,12030
Good Cop/Bad Cop,Good Cop/Bad Cop,,0,3,0,3,3,0,3,0,0,0,0,4,0,8778
Chesham Tube Station,Chesham Tube Station,,0,2,0,2,2,0,2,0,0,0,0,16,0,17442
Geneva Robertson-Dworet,Geneva Robertson-Dworet,,0,2,0,2,2,0,2,0,0,0,0,9,0,16415
Ceramic Forming Techniques,Ceramic Forming Techniques,,0,2,0,2,2,0,2,0,0,0,0,12,0,16913
Social Class In Colombia,Social Class In Colombia,,0,3,0,3,3,0,3,0,0,0,0,7,0,12084
Royal College Of Psychiatrists,Royal College Of Psychiatrists,,0,2,0,2,2,0,2,0,0,0,0,12,0,17477
Pre-Raphaelite,Pre-Raphaelite,,0,2,0,2,2,0,2,0,0,0,0,11,0,13426
Devolution In The United Kingdom,Devolution In The United Kingdom,,0,6,0,6,6,0,6,0,0,0,0,16,0,4246
Wilhelm Heinrich Wackenroder,Wilhelm Heinrich Wackenroder,,0,5,0,5,5,0,5,0,0,0,0,7,0,3392
Cambridge University Press,Cambridge University Press,,0,10,0,10,10,0,10,0,0,0,0,18,0,3195
Iso 10007,Iso 10007,,0,2,0,2,2,0,2,0,0,0,0,18,0,444
Executive (Government),Executive (Government),,0,4,0,4,4,0,4,0,0,0,0,16,0,4132
Strand Magazine,Strand Magazine,,0,39,0,39,39,0,39,0,0,0,0,3,0,4392
Scholastic Press,Scholastic Press,,0,3,0,3,3,0,3,0,0,0,0,4,0,12738
Donald Trump Judicial Appointment Controversies,Donald Trump Judicial Appointment Controversies,,0,2,0,2,2,0,2,0,0,0,0,14,0,19486
Smoking In Vietnam,Smoking In Vietnam,,0,2,0,2,2,0,2,0,0,0,0,12,0,7022
Chancellor Of Germany,Chancellor Of Germany,,0,2,0,2,2,0,2,0,0,0,0,16,0,19455
Portobello Road,Portobello Road,,0,4,0,4,4,0,4,0,0,0,0,16,0,8874
Buzzfeed News,Buzzfeed News,,0,2,0,2,2,0,2,0,0,0,0,8,0,19979
The New Annotated Sherlock Holmes,The New Annotated Sherlock Holmes,,0,67,49,116,67,49,116,3,0.349673,0.357484,661.707956,3,0,20032
Ego-Wrappin',Ego-Wrappin',,0,2,0,2,2,0,2,0,0,0,0,9,0,13365
News,News,,0,3,0,3,3,0,3,0,0,0,0,3,0,1322
Wallachia,Wallachia,,0,2,0,2,2,0,2,0,0,0,0,7,0,6947
Oxo Tower,Oxo Tower,,0,3,0,3,3,0,3,0,0,0,0,16,0,8883
Denis Lill,Denis Lill,,0,8,0,8,8,0,8,0,0,0,0,3,0,16122
Biograph Company,Biograph Company,,0,2,0,2,2,0,2,0,0,0,0,1,0,19919
Edinburgh International Conference Centre,Edinburgh International Conference Centre,,0,2,0,2,2,0,2,0,0,0,0,18,0,6603
Remodernist Film,Remodernist Film,,0,2,0,2,2,0,2,0,0,0,0,6,0,8530
Delhi Sultanate,Delhi Sultanate,,0,2,0,2,2,0,2,0,0,0,0,14,0,19490
Tiraspol,Tiraspol,,0,2,0,2,2,0,2,0,0,0,0,18,0,6378
Smoking And Female Infertility,Smoking And Female Infertility,,0,2,0,2,2,0,2,0,0,0,0,12,0,7074
Warsaw Pact,Warsaw Pact,,0,3,0,3,3,0,3,0,0,0,0,14,0,863
Contemporary Fantasy,Contemporary Fantasy,,0,4,0,4,4,0,4,0,0,0,0,11,0,1740
Languages Of Japan,Languages Of Japan,,0,2,0,2,2,0,2,0,0,0,0,6,0,13693
Makoto Furukawa,Makoto Furukawa,,0,2,0,2,2,0,2,0,0,0,0,9,0,13918
Peter Hammond (Actor),Peter Hammond (Actor),,0,4,0,4,4,0,4,0,0,0,0,3,0,778
"Ashfield, Torquay","Ashfield, Torquay",,0,2,0,2,2,0,2,0,0,0,0,5,0,18891
Studio Chizu,Studio Chizu,,0,2,0,2,2,0,2,0,0,0,0,6,0,8461
Spirited (Film),Spirited (Film),,0,2,0,2,2,0,2,0,0,0,0,11,0,7956
Evil Clown,Evil Clown,,0,2,0,2,2,0,2,0,0,0,0,6,0,18147
Doctor Dolittle,Doctor Dolittle,,0,2,0,2,2,0,2,0,0,0,0,18,0,11559
Emperor Shōmu,Emperor Shōmu,,0,2,0,2,2,0,2,0,0,0,0,12,0,13761
Paul Bildt,Paul Bildt,,0,3,0,3,3,0,3,0,0,0,0,3,0,18627
Doctor Strange,Doctor Strange,,0,3,0,3,3,0,3,0,0,0,0,6,0,2645
Mary Shelley,Mary Shelley,,0,7,0,7,7,0,7,0,0,0,0,13,0,9277
A Night In The Lonesome October,A Night In The Lonesome October,,0,13,0,13,13,0,13,0,0,0,0,10,0,15128
Horsham,Horsham,,0,2,0,2,2,0,2,0,0,0,0,16,0,11701
Baritsu,Baritsu,,0,66,57,123,66,57,123,3,0.35111,0.359563,3553.183866,3,0,20032
Psycho-Pass: The Movie,Psycho-Pass: The Movie,,0,3,0,3,3,0,3,0,0,0,0,9,0,4574
1989 European Parliament Election In The United Kingdom,1989 European Parliament Election In The United Kingdom,,0,2,0,2,2,0,2,0,0,0,0,16,0,18023
Douglas G. Greene,Douglas G. Greene,,0,2,0,2,2,0,2,0,0,0,0,10,0,19190
Itv2,Itv2,,0,4,0,4,4,0,4,0,0,0,0,8,0,1405
Eurospy Film,Eurospy Film,,0,2,0,2,2,0,2,0,0,0,0,6,0,14302
A Gentleman Of Leisure (1915 Film),A Gentleman Of Leisure (1915 Film),,0,2,0,2,2,0,2,0,0,0,0,13,0,17250
Michael Morton (Dramatist),Michael Morton (Dramatist),,0,2,0,2,2,0,2,0,0,0,0,5,0,18846
Nice,Nice,,0,2,0,2,2,0,2,0,0,0,0,12,0,6489
Computing Platform,Computing Platform,,0,18,0,18,18,0,18,0,0,0,0,15,0,10453
Hamtaro,Hamtaro,,0,3,0,3,3,0,3,0,0,0,0,1,0,13984
Claude King (English Actor),Claude King (English Actor),,0,2,0,2,2,0,2,0,0,0,0,3,0,16281
4K Resolution,4K Resolution,,0,2,0,2,2,0,2,0,0,0,0,1,0,8115
E. T. A. Hoffmann,E. T. A. Hoffmann,,0,7,0,7,7,0,7,0,0,0,0,7,0,12209
2016 Scottish Parliament Election,2016 Scottish Parliament Election,,0,3,0,3,3,0,3,0,0,0,0,16,0,6756
1802 United Kingdom General Election,1802 United Kingdom General Election,,0,2,0,2,2,0,2,0,0,0,0,16,0,18058
Rebus,Rebus,,0,2,0,2,2,0,2,0,0,0,0,12,0,6318
Wu Zetian,Wu Zetian,,0,2,0,2,2,0,2,0,0,0,0,14,0,11108
San Francisco Nights,San Francisco Nights,,0,10,0,10,10,0,10,0,0,0,0,9,0,9921
The Problem Of Thor Bridge,The Problem Of Thor Bridge,,0,24,80,104,24,80,104,3,0.349233,0.35738,3331.972002,3,0,20032
Seattle Post-Intelligencer,Seattle Post-Intelligencer,,0,3,0,3,3,0,3,0,0,0,0,9,0,18308
The Invisible Woman (2013 Film),The Invisible Woman (2013 Film),,0,4,0,4,4,0,4,0,0,0,0,11,0,7851
Motion Comic,Motion Comic,,0,2,0,2,2,0,2,0,0,0,0,6,0,2616
Trinity Mirror,Trinity Mirror,,0,3,0,3,3,0,3,0,0,0,0,2,0,999
Enchanted Forest,Enchanted Forest,,0,2,0,2,2,0,2,0,0,0,0,11,0,1716
Studio Comet,Studio Comet,,0,2,0,2,2,0,2,0,0,0,0,6,0,8459
Mutant Enemy Productions,Mutant Enemy Productions,,0,2,0,2,2,0,2,0,0,0,0,1,0,2121
Socialist Federal Republic Of Yugoslavia,Socialist Federal Republic Of Yugoslavia,,0,3,0,3,3,0,3,0,0,0,0,14,0,2417
Biophysics,Biophysics,,0,2,0,2,2,0,2,0,0,0,0,12,0,16712
Kick-Heart,Kick-Heart,,0,2,0,2,2,0,2,0,0,0,0,9,0,13321
Rhine-Ruhr,Rhine-Ruhr,,0,2,0,2,2,0,2,0,0,0,0,14,0,5141
Blackadder'S Christmas Carol,Blackadder'S Christmas Carol,,0,2,0,2,2,0,2,0,0,0,0,11,0,16018
Inverness Cape,Inverness Cape,,0,7,401,408,7,401,408,3,0.355837,0.371389,107402.623615,0,0,20032
Kerrang! Tv,Kerrang! Tv,,0,3,0,3,3,0,3,0,0,0,0,8,0,1245
William Thomas Stead,William Thomas Stead,,0,2,0,2,2,0,2,0,0,0,0,3,0,4940
19Th-Century French Literature,19Th-Century French Literature,,0,5,0,5,5,0,5,0,0,0,0,7,0,12369
Iso 668,Iso 668,,0,2,0,2,2,0,2,0,0,0,0,18,0,302
Anime International Company,Anime International Company,,0,2,0,2,2,0,2,0,0,0,0,6,0,14441
Crichton Campus,Crichton Campus,,0,3,0,3,3,0,3,0,0,0,0,3,0,13499
Police,Police,,0,7,0,7,7,0,7,0,0,0,0,16,0,8346
Gemstone,Gemstone,,0,2,0,2,2,0,2,0,0,0,0,18,0,6327
Disney Fairies,Disney Fairies,,0,3,0,3,3,0,3,0,0,0,0,11,0,19853
Mervyn Peake,Mervyn Peake,,0,2,0,2,2,0,2,0,0,0,0,11,0,11922
Sexuality In Japan,Sexuality In Japan,,0,2,0,2,2,0,2,0,0,0,0,6,0,13662
Futakoi,Futakoi,,0,3,0,3,3,0,3,0,0,0,0,1,0,13997
Dexamethasone,Dexamethasone,,0,2,0,2,2,0,2,0,0,0,0,12,0,10254
Philothée O'Neddy,Philothée O'Neddy,,0,5,0,5,5,0,5,0,0,0,0,7,0,9240
St. Giuseppe Moscati: Doctor To The Poor,St. Giuseppe Moscati: Doctor To The Poor,,0,2,0,2,2,0,2,0,0,0,0,1,0,7766
Stratford Station,Stratford Station,,0,3,0,3,3,0,3,0,0,0,0,16,0,8828
Donald Trump,Donald Trump,,0,8,0,8,8,0,8,0,0,0,0,8,0,10947
Mephedrone,Mephedrone,,0,3,0,3,3,0,3,0,0,0,0,12,0,4220
Magic (Tv Channel),Magic (Tv Channel),,0,3,0,3,3,0,3,0,0,0,0,8,0,1215
Justice Of The Supreme Court Of The United Kingdom,Justice Of The Supreme Court Of The United Kingdom,,0,2,0,2,2,0,2,0,0,0,0,16,0,4031
We Belong To The Imperial-Royal Infantry Regiment,We Belong To The Imperial-Royal Infantry Regiment,,0,2,0,2,2,0,2,0,0,0,0,9,0,4521
Miniskirt,Miniskirt,,0,2,0,2,2,0,2,0,0,0,0,0,0,14917
University Of Georgia,University Of Georgia,,0,2,0,2,2,0,2,0,0,0,0,8,0,917
Sierra Leone Police Medal,Sierra Leone Police Medal,,0,2,0,2,2,0,2,0,0,0,0,16,0,10994
Gladys In Grammarland,Gladys In Grammarland,,0,4,0,4,4,0,4,0,0,0,0,11,0,11959
Adam Mickiewicz,Adam Mickiewicz,,0,5,0,5,5,0,5,0,0,0,0,7,0,12367
Bernard Fox (Actor),Bernard Fox (Actor),,0,2,0,2,2,0,2,0,0,0,0,3,0,19249
Malpaso Productions,Malpaso Productions,,0,2,0,2,2,0,2,0,0,0,0,1,0,2164
Portmanteau,Portmanteau,,0,4,0,4,4,0,4,0,0,0,0,16,0,6323
Makoto-Chan,Makoto-Chan,,0,3,0,3,3,0,3,0,0,0,0,1,0,8293
Sherlock Holmes: Mystery Of The Mummy,Sherlock Holmes: Mystery Of The Mummy,,0,4,0,4,4,0,4,0,0,0,0,15,0,9946
Jukebox Musical,Jukebox Musical,,0,4,0,4,4,0,4,0,0,0,0,13,0,7528
The Doctor Falls,The Doctor Falls,,0,2,0,2,2,0,2,0,0,0,0,2,0,9864
Iso 4165,Iso 4165,,0,2,0,2,2,0,2,0,0,0,0,18,0,328
James Bond In Film,James Bond In Film,,0,2,0,2,2,0,2,0,0,0,0,4,0,12945
1999 National Assembly For Wales Election,1999 National Assembly For Wales Election,,0,2,0,2,2,0,2,0,0,0,0,16,0,18016
Animation Director,Animation Director,,0,2,0,2,2,0,2,0,0,0,0,6,0,14446
Pm Entertainment,Pm Entertainment,,0,2,0,2,2,0,2,0,0,0,0,1,0,2085
Motion Picture & Television Fund,Motion Picture & Television Fund,,0,2,0,2,2,0,2,0,0,0,0,1,0,2127
Broadway Theatre,Broadway Theatre,,0,16,0,16,16,0,16,0,0,0,0,3,0,13883
Comedy,Comedy,,0,7,0,7,7,0,7,0,0,0,0,18,0,7658
Boardshorts,Boardshorts,,0,2,0,2,2,0,2,0,0,0,0,0,0,15085
Tech Noir,Tech Noir,,0,3,0,3,3,0,3,0,0,0,0,11,0,1556
Jon Voight,Jon Voight,,0,2,0,2,2,0,2,0,0,0,0,2,0,11534
Lost City (Fiction),Lost City (Fiction),,0,2,0,2,2,0,2,0,0,0,0,11,0,1636
Kidnapped (Novel),Kidnapped (Novel),,0,2,0,2,2,0,2,0,0,0,0,11,0,6534
News Corporation,News Corporation,,0,3,0,3,3,0,3,0,0,0,0,8,0,2105
"Anthony Ashley Cooper, 1St Earl Of Shaftesbury","Anthony Ashley Cooper, 1St Earl Of Shaftesbury",,0,2,0,2,2,0,2,0,0,0,0,2,0,10860
Mca Inc.,Mca Inc.,,0,2,0,2,2,0,2,0,0,0,0,1,0,19969
World Wide Web Consortium,World Wide Web Consortium,,0,2,0,2,2,0,2,0,0,0,0,18,0,107
Cedric Hardwicke,Cedric Hardwicke,,0,3,0,3,3,0,3,0,0,0,0,3,0,13960
Computer Graphics Metafile,Computer Graphics Metafile,,0,2,0,2,2,0,2,0,0,0,0,18,0,542
"University Of California, Santa Cruz","University Of California, Santa Cruz",,0,2,0,2,2,0,2,0,0,0,0,8,0,4659
Plot Twist,Plot Twist,,0,3,0,3,3,0,3,0,0,0,0,13,0,17842
Qin Dynasty,Qin Dynasty,,0,2,0,2,2,0,2,0,0,0,0,16,0,11115
President Of The Supreme Court Of The United Kingdom,President Of The Supreme Court Of The United Kingdom,,0,3,0,3,3,0,3,0,0,0,0,16,0,3879
F. Gwynplaine Macintyre,F. Gwynplaine Macintyre,,0,3,0,3,3,0,3,0,0,0,0,3,0,16363
Batumi,Batumi,,0,3,0,3,3,0,3,0,0,0,0,18,0,6722
Shun Oguri,Shun Oguri,,0,2,0,2,2,0,2,0,0,0,0,1,0,8226
Index Of World War Ii Articles (N),Index Of World War Ii Articles (N),,0,2,0,2,2,0,2,0,0,0,0,14,0,5554
Hamilton Camp,Hamilton Camp,,0,2,0,2,2,0,2,0,0,0,0,1,0,18367
William Henry Harrison,William Henry Harrison,,0,2,0,2,2,0,2,0,0,0,0,14,0,3619
New York Comic Con,New York Comic Con,,0,2,0,2,2,0,2,0,0,0,0,6,0,9682
The Disappearance Of Lady Frances Carfax,The Disappearance Of Lady Frances Carfax,,0,21,0,21,21,0,21,0,0,0,0,3,0,6799
Kingsknowe Railway Station,Kingsknowe Railway Station,,0,2,0,2,2,0,2,0,0,0,0,18,0,6236
1955 United Kingdom General Election,1955 United Kingdom General Election,,0,2,0,2,2,0,2,0,0,0,0,16,0,18032
The Maltese Falcon (1931 Film),The Maltese Falcon (1931 Film),,0,2,0,2,2,0,2,0,0,0,0,4,0,11642
The Hound Of The Baskervilles (1981 Film),The Hound Of The Baskervilles (1981 Film),,0,131,162,293,131,162,293,3,0.364895,0.37918,7056.846343,9,0,20032
Sgt. Pepper'S Lonely Hearts Club Band,Sgt. Pepper'S Lonely Hearts Club Band,,0,4,0,4,4,0,4,0,0,0,0,5,0,10890
Simply Terrific,Simply Terrific,,0,10,0,10,10,0,10,0,0,0,0,9,0,7682
Capital City,Capital City,,0,2,0,2,2,0,2,0,0,0,0,14,0,6683
The Shining (Film),The Shining (Film),,0,2,0,2,2,0,2,0,0,0,0,1,0,4715
Northern Expedition,Northern Expedition,,0,2,0,2,2,0,2,0,0,0,0,14,0,5291
Wonderland (Musical),Wonderland (Musical),,0,5,0,5,5,0,5,0,0,0,0,11,0,11859
Guardian Media Group,Guardian Media Group,,0,7,0,7,7,0,7,0,0,0,0,4,0,1442
East Asia,East Asia,,0,3,0,3,3,0,3,0,0,0,0,14,0,4444
English Literature,English Literature,,0,5,0,5,5,0,5,0,0,0,0,8,0,12833
Kickboxing,Kickboxing,,0,6,0,6,6,0,6,0,0,0,0,6,0,9614
Apollonius Of Tyana,Apollonius Of Tyana,,0,2,0,2,2,0,2,0,0,0,0,18,0,12459
Sport In The United Kingdom,Sport In The United Kingdom,,0,6,0,6,6,0,6,0,0,0,0,16,0,3771
Ellen Datlow,Ellen Datlow,,0,2,0,2,2,0,2,0,0,0,0,13,0,18987
Yale Law Journal,Yale Law Journal,,0,2,0,2,2,0,2,0,0,0,0,14,0,150
The Green Monocle,The Green Monocle,,0,2,0,2,2,0,2,0,0,0,0,9,0,13238
Norman Lear,Norman Lear,,0,3,0,3,3,0,3,0,0,0,0,2,0,10766
Paul Ekman,Paul Ekman,,0,3,0,3,3,0,3,0,0,0,0,12,0,17514
African-American Upper Class,African-American Upper Class,,0,3,0,3,3,0,3,0,0,0,0,7,0,12356
Poly(Methyl Methacrylate),Poly(Methyl Methacrylate),,0,2,0,2,2,0,2,0,0,0,0,12,0,7092
Il Mondo Di Stefi,Il Mondo Di Stefi,,0,2,0,2,2,0,2,0,0,0,0,1,0,16594
Primetime Emmy Award For Outstanding Television Movie,Primetime Emmy Award For Outstanding Television Movie,,0,2,0,2,2,0,2,0,0,0,0,2,0,16672
Saturn Award For Best Costume,Saturn Award For Best Costume,,0,3,0,3,3,0,3,0,0,0,0,9,0,16391
Geothermal Power In The United Kingdom,Geothermal Power In The United Kingdom,,0,6,0,6,6,0,6,0,0,0,0,16,0,4099
Free City Of Danzig,Free City Of Danzig,,0,3,0,3,3,0,3,0,0,0,0,14,0,5686
Bandersnatch,Bandersnatch,,0,4,0,4,4,0,4,0,0,0,0,11,0,12388
Frontier Works,Frontier Works,,0,2,0,2,2,0,2,0,0,0,0,6,0,14275
Chief Judge,Chief Judge,,0,2,0,2,2,0,2,0,0,0,0,14,0,16866
Laughing Gas (Novel),Laughing Gas (Novel),,0,2,0,2,2,0,2,0,0,0,0,13,0,17202
Dress Code,Dress Code,,0,2,0,2,2,0,2,0,0,0,0,0,0,15011
Robin Hood (Disney Character),Robin Hood (Disney Character),,0,2,0,2,2,0,2,0,0,0,0,2,0,15609
Saint Helier,Saint Helier,,0,2,0,2,2,0,2,0,0,0,0,18,0,6430
Edward Henry,Edward Henry,,0,2,0,2,2,0,2,0,0,0,0,12,0,17795
Club 57 (Tv Series),Club 57 (Tv Series),,0,2,0,2,2,0,2,0,0,0,0,1,0,16633
Henry Mancini,Henry Mancini,,0,2,0,2,2,0,2,0,0,0,0,9,0,19223
Claude Jarman Jr.,Claude Jarman Jr.,,0,2,0,2,2,0,2,0,0,0,0,1,0,14606
James H. Hyslop,James H. Hyslop,,0,2,0,2,2,0,2,0,0,0,0,3,0,18680
Shinto,Shinto,,0,3,0,3,3,0,3,0,0,0,0,12,0,12286
Iso/Iec 38500,Iso/Iec 38500,,0,2,0,2,2,0,2,0,0,0,0,18,0,488
Alone In The Dark (1992 Video Game),Alone In The Dark (1992 Video Game),,0,2,0,2,2,0,2,0,0,0,0,7,0,16362
Islington Museum,Islington Museum,,0,2,0,2,2,0,2,0,0,0,0,16,0,19295
Jason Gray-Stanford,Jason Gray-Stanford,,0,10,0,10,10,0,10,0,0,0,0,3,0,13932
1832 United Kingdom General Election,1832 United Kingdom General Election,,0,2,0,2,2,0,2,0,0,0,0,16,0,18049
Francis De Croisset,Francis De Croisset,,0,8,0,8,8,0,8,0,0,0,0,15,0,14114
Adweek,Adweek,,0,2,0,2,2,0,2,0,0,0,0,8,0,14457
The Stranglers Of Bombay,The Stranglers Of Bombay,,0,2,0,2,2,0,2,0,0,0,0,9,0,4503
